adult,belongs_to_collection,budget,genres,homepage,tmdb_id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",,250535,tt1935940,en,Get Santa,"A father and son who must team up to save Christmas, once they discover Santa Claus sleeping in their garage after crashing his sleigh and finding himself on the run from the police.",2.112557,/fzHkq1cscpCPNpuJQcYlEk0abMr.jpg,"[{'name': 'Film i Väst', 'id': 6417}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-12-05,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Get Santa,False,6.7,18
False,,0,"[{'id': 80, 'name': 'Crime'}]",,252059,tt0071889,pl,Na wylot,"Based on a pre-war murder case of the Malisz couple. They end up committing a petty robbery and a sordid murder. He is an illustrator who is not used by a climbing architect. His folks don't like his wife and keeping both of them around as they float from one petty job to another. They finally try to rob a mailman of a bogus money order they have cooked up and end up killing an old, invalid couple with whom they have roomed.",0.003013,/agYMyLeFZtK6PUX2xTXdokYdGIc.jpg,"[{'name': 'Zespol Filmowy ""Silesia""', 'id': 53518}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1973-05-11,0,70.0,"[{'iso_639_1': 'pl', 'name': 'Polski'}]",Released,,Through and Through,False,8.0,2
False,,65000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,10641,tt0174480,en,Autumn in New York,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",7.420422,/vmHvrhfYfUZ58RtLaq4LOHp9q5m.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-08-11,0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He fell in love for the first time. She fell in love forever.,Autumn in New York,False,5.7,144
False,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.thelastmanonearthmovie.com/,328212,tt3585116,en,The Last Man on Earth,"The Last Man On Earth is about two teenagers exploring the nature and rejection of first love, when a cataclysmic event leaves them inexplicably stranded and alone. If they can each find a way to understand one another, then they might just have a chance at survival.",0.330445,/ppXsF4gDmA2TEBQxA4jk06Ke8WN.jpg,"[{'name': 'Visionary Films', 'id': 47783}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-03-07,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Alone. Together.,The Last Man on Earth,False,7.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,31068,tt0339489,en,Palabras encadenadas,A mild-mannered psychopath plays mind-games with a woman he has tied to a chair in his basement.,0.820094,/v8cJwKbYd9v73DEy9qvEOVoRafT.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2003-01-01,0,89.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Killing Words,False,6.5,11
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,165300,tt0037791,en,Hotel Berlin,An assortment of diverse characters gather at the Hotel Berlin in World War II Germany.,0.85602,/iRg3U3zRa6Ls1dn0WywSWujfQz9.jpg,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1945-03-02,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rips the roof off,Hotel Berlin,False,5.0,4
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,43342,tt0045699,en,Donovan's Brain,"A scientist takes a the brain of dead man and revives it via electrodes as it lays suspended in a tank of liquid. Soon, the brain grows to possess enormous psychic powers and inflicts its personality upon the doctor who saved creating a ""Jekyll and Hyde"" paradigm.",1.327715,/dTSlG6HvtEeyE2VZ3p2D6S6ag6i.jpg,"[{'name': 'Dowling Productions', 'id': 5939}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-09-30,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A dead man's brain in a hidden laboratory told him to KILL... KILL... KILL,Donovan's Brain,False,5.7,10
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,65002,tt0082429,fr,Die Fälschung,Georg Laschen leaves his family in West Germany to go work as a war correspondent in Beirut during the fights between Christians and Palestinians.,0.978886,/eJbpcEUxJvWPlqu3Qe2LB6w3LaE.jpg,"[{'name': 'Bioskop-Film GmbH', 'id': 403}, {'name': 'Argosy Pictures', 'id': 1281}, {'name': 'Artemis Film', 'id': 1521}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1981-10-15,0,108.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Rumored,,The Circle of Deceit,False,5.4,4
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,13835,tt0983909,en,Real Time,Real Time is a comedic drama about a compulsive gambler given one hour to live by the man hired to kill him.,0.546307,/vfsWHaRzE05XVzQ3MO3Bx1W63II.jpg,"[{'name': 'January Films', 'id': 40044}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2008-11-07,0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Real Time,False,7.2,7
False,"{'id': 370411, 'name': 'Attack on Titan Collection', 'poster_path': '/pE4GzjwL0HDbNOAqCDXdxrgvJv9.jpg', 'backdrop_path': '/qSRo2K0dZCwZkokUYknNy8lkKcF.jpg'}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",http://www.shingeki-seyo.com/,340382,tt4294052,ja,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,"Eren (Haruma Miura) leaves to restore a break in the wall destroyed by a Titan. He comes under attack by the Titans and is cornered. Shikishima (Hiroki Hasegawa) comes to his aid. The titans never stops attacking.  Eren is now injured and tries to protect Armin (Kanata Hongo), but is swallowed by a titan. A Titan with black hair appears and begins to expel the other titans.",4.300416,/dwsoUEJvDpN00rJJ1bR6DrJ5JjF.jpg,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Nikkatsu', 'id': 955}, {'name': 'Kôdansha', 'id': 59118}, {'name': 'Licri', 'id': 59119}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2015-09-01,0,87.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,The world is merciless.,Attack on Titan II: End of the World,False,4.8,67
False,"{'id': 118474, 'name': 'Truth in 24 Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 99, 'name': 'Documentary'}]",http://www.truthin24.com/,16900,tt1320302,en,Truth In 24,"It's 24 hours of pure exhilaration, complete exhaustion, and it's not for the faint of heart or the ill-prepared. It is the legendary 24 Hours of Le Mans. But before you win it, you have to master finishing it. This film chronicles the dedication, the determination and the spirit required to not just survive 3,000 grueling miles, but to be in a position to win one of the greatest races in history.",1.142239,/wLiHPyV6yUhBWUL3iX0TZMMkSQg.jpg,"[{'name': 'NFL Films', 'id': 3232}, {'name': 'Intersport Television', 'id': 3233}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-11-06,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Truth In 24,False,6.6,8
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,108353,tt0064449,en,How to Commit Marriage,A young couple decide to live together and they wind up having a baby. They decide they should give the baby up for adoption. The baby's Mother's parents wind up adopting the baby using a fake name.,0.295447,/5UZ4XykZia070YYoQCXsP8t0gwz.jpg,"[{'name': 'Naho Productions', 'id': 80450}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-07-07,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Bob Hope and Jackie Gleason request the honor of your presence at a swinging session on How to Commit Marriage.,How to Commit Marriage,False,0.0,0
False,"{'id': 321063, 'name': 'The Sinbad Collection', 'poster_path': '/t1vJrS8oSN9JpiLdVRhadMXy52X.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,17897,tt0071569,en,The Golden Voyage of Sinbad,"Sinbad and his crew intercept a homunculus carrying a golden tablet. Koura, the creator of the homunculus and practitioner of evil magic, wants the tablet back and pursues Sinbad. Meanwhile Sinbad meets the Vizier who has another part of the interlocking golden map, and they mount a quest across the seas to solve the riddle of the map.",5.887367,/z3ldjIJEknEotbm3O8oUkMVnagh.jpg,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-12-20,11000000,105.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Dynarama Means Supreme Adventure!,The Golden Voyage of Sinbad,False,6.4,54
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]",,283105,tt3745840,en,Expecting Amish,"18-year-old Hannah Yoder is ready to become an Amish adult - which means baptism into the Church and marriage to her boyfriend, Samuel. However, her friends convince her to visit Hollywood for Rumspringa where she meets Josh and the two hit it off instantly. When she returns to Amish country, Hannah must make the painful choice of staying with Samuel or return to Josh and risk being shunned forever.",1.031839,/7MK5CsotGluZtNlRC1gskCJVmcK.jpg,"[{'name': 'Check Entertainment', 'id': 23384}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-19,0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Expecting Amish,False,5.9,7
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,228108,tt2962876,en,The Road Within,A young man with Tourette's Syndrome embarks on a road trip with his recently-deceased mother's ashes.,10.968889,/1lkp87orcl6IjrdJJTJPnY2gEoc.jpg,"[{'name': 'Troika Pictures', 'id': 15462}, {'name': 'Amasia Entertainment', 'id': 15465}, {'name': ""Coup d'Etat Films"", 'id': 17379}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-24,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Road Within,False,6.7,110
False,,35000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.thisis40movie.com/,89492,tt1758830,en,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",11.418802,/mzUuOIFoVkRTHACRb58vm6mkbBN.jpg,"[{'name': 'Apatow Productions', 'id': 10105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-12-20,88058786,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The sort-of sequel to 'Knocked Up',This Is 40,False,5.6,909
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,40718,tt0040946,en,Wake of the Red Witch,"Captain Ralls fights Dutch shipping magnate Mayrant Sidneye for the woman he loves, Angelique Desaix, and for a fortune in gold aboard the Red Witch.",0.989629,/dNPvZnWn05lNPRZA951imsQXytN.jpg,"[{'name': 'Republic Pictures', 'id': 1432}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1948-12-30,0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Romance! Adventure!...as wild as the RAGING SEAS!,Wake of the Red Witch,False,5.2,12
False,,1800000,"[{'id': 18, 'name': 'Drama'}]",,68098,tt0328132,en,Menolippu Mombasaan,"Pete (played by Antti Tarvainen) loses his consciousness while playing in a pop band. The diagnosis is harsh and the doctor cannot say for sure whether Pete will celebrate his 18th birthday. One night, encouraged by the vodka on Jusa (Joonas Saartamo)'s 18th birthday, Pete confesses his love to Kata (Johanna Rönnlöf), his dream girl. Together with Jusa, they go to Lapland where Kata has her summer job. In Jusa's wild company, Pete experiences something which he never felt before as they decide to take a trip to Mombasa via Lapland.",0.361054,/mDhfS9JmPpLz1LrCrbvT7eIT2JS.jpg,[],"[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2002-09-06,0,88.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Menolippu Mombasaan,False,4.8,6
False,,380000,"[{'id': 35, 'name': 'Comedy'}]",https://en.wikipedia.org/wiki/Shikshanachya_Aaicha_Gho,114564,tt2321513,en,Shikshanachya Aaicha Gho,"Shikshanacha Aaicha Gho is a 2010 Indian Marathi film directed by Mahesh Manjrekar starring Sachin Khedekar, Bharat Jadhav, Saksham Kulkarni, Gauri Vaidya, Siddharth Jadhav and Kranti Redkar. The film was released on 15 January 2010.[2] Films music composed by trio Ajit-Atul-Sameer. After Astitva with 9 years long gap Mahesh Manjrekar directed Marathi film.This film was later remade in Tamil &amp; Telugu as Dhoni and in Bengali as ""Chalo Paltai"" starring Prosenjit Chatterjee.",0.043519,/xWMwKTKnqCz1rYaOzWgjTgqqZiC.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",2010-01-15,520000,0.0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Shikshanachya Aaicha Gho,False,8.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,29835,tt0043390,en,Cause for Alarm,A woman fights to intercept a letter in which her husband tries to prove her guilty of murder.,4.468337,/6yCPB2jBvNEhG6qFej8ay3Xn5KU.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1951-03-30,0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This girl is in trouble!,Cause for Alarm,False,5.6,8
False,"{'id': 34055, 'name': 'Pokémon Collection', 'poster_path': '/j5te0YNZAMXDBnsqTUDKIBEt8iu.jpg', 'backdrop_path': '/iGoYKA0TFfgSoZpG2u5viTJMGfK.jpg'}",0,"[{'id': 16, 'name': 'Animation'}]",,150213,tt2549540,ja,キュレムVS聖剣士ケルディオ,"The movie features Ash and his two friends Iris and Cilan, as they help a Keldeo battle against a powerful Dragon-type Pokémon named Kyurem as his test to become a Sacred Swordsman.",2.162495,/ii6iOh6nTcndEuabU1oUsSFnr2l.jpg,"[{'name': 'TV Tokyo', 'id': 3034}, {'name': 'Oriental Light and Magic', 'id': 5372}, {'name': 'GameFreak', 'id': 5399}, {'name': 'East Japan Marketing & Communications Inc.', 'id': 8157}, {'name': 'Shogakukan', 'id': 9149}, {'name': 'Pikachu Project', 'id': 12653}, {'name': 'The Pokémon Company', 'id': 12654}, {'name': 'Shogakukan-Shueisha Productions', 'id': 12655}, {'name': 'Production I.G.', 'id': 12657}, {'name': 'Oriental Light and Magic Team Koitabashi', 'id': 12658}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2012-07-13,44057737,71.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Pokémon the Movie: Kyurem vs. the Sword of Justice,False,5.5,28
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,277459,tt2931334,de,Ludwig van,"The black and white film is intentionally dislodged, disturbed, disrespectful, even aggressive.  Here, there is no story. The film is constituted of a series of scenes, without connection between them. At the start we are in the presence of a half deaf Beethoven, represented in a subjective way, so that the spectator becomes the composer. Then, we are present, in the confusion, at a laughable televised dispute over Beethoven and his music; an evaluation of his physical capacities, morals and psyches of the music of Beethoven on the performers.  There are many other scenes, which cover subjects such as the hearing of the composer, the analysis of his skull, the course of musical television, the analysis of the texts of Beethoven (notably his conversation notebooks), etc. The film ends at the zoo, by the scenes presenting the animals in the most stupid attitudes possible.",0.001736,/unqjxx2zyvnHRhQul6m3AAqkGqG.jpg,[],[],1970-06-01,0,91.0,[],Released,,Ludwig van,False,5.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,27738,tt0093898,en,Russkies,"A group of American boys discovers a Russian sailor washed up on the coast of Florida and decide to befriend him, assuming that he is friendly and will bring them no danger and thus go against the ideas of their parents, as well as the government.",1.184009,/A7utYbyrvaKKIbGTH3tsPeSZA20.jpg,[],[],1987-11-06,2189047,99.0,[],Released,Sometimes the worst of enemies can become the best of friends.,Russkies,False,4.5,5
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,342896,tt2949196,en,I-Lived,"Josh Fosse is a 20something guy whose life is going nowhere. His girl left, his rent is late, and he lacks a real job. He is trying to make it as an app reviewer online and decides to review a self help app called i-Lived for fun. He's signs on and immediately his life turns around. He meets the girl of his dreams and he gets a job offer he can't refuse. Convinced it's him and not the app, he signs out... and loses everything. He signs on again but this time the terms are different, the app is asking him to do things that are out of his moral comfort zone... but essential to becoming the success the app tells him he can be.",0.509913,/oIJ9K9QEOW71tKqAcbd0sq8NXuE.jpg,"[{'name': 'Bleiberg Entertainment', 'id': 1872}, {'name': 'Ministry of Content', 'id': 23575}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-07-03,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,I-Lived,False,4.9,9
